ignaz,1865630187
kiechle,-254459503
unacceptable,166616533
basis,-1627074337
negotiation,-1733646445
diplomatic,237432261
scale,425230713
products,-886217983
factor,-1296083227
brought,125750761
budget,1429880995
several,1178302913
belgian,-228840183
paul,242910373
de,-695530389
keersmaeker,-1285869135
chairing,456893627
attempt,793959117
reach,-1342025477
current,-631972931
although,-938554865
supposed,-949776591
agreed,1387305293
disagreement,641245529
reflects,-199423405
divisions,1280658855
swallows,-208667331
thirds,-1701292827
backed,872044237
generally,1720730199
italian,-1309352019
believes,1012545075
sacrifices,341309403
family,-437597621
kept,1010021613
minimum,-307836493
order,160030963
maintain,1993425509
viable,-9952773
rural,-379803583
communities,570766339
whole,-932400685
backs,1406827367
frans,-289391131
andriessen,2046383051
opportunities,-1196552625
sales,215084207
stores,1035707111
allows,920644837
nominally,258191487
resort,-36697621
abused,1170766239
resulting,-679411759
huge,1404210987
damaging,434827283
tensions,642544717
journalists,-670902709
costing,1951339751
hectare,-28348475
acre,-1015283133
subsidise,799549853
cotton,717367673
growing,-1570481277
types,-1901260017
tobacco,-858505709
opening,-824456921
yesterday,1769057633
debate,-1946396027
accused,-1133049805
ignoring,-1757724447
realities,-116206443
impression,-2088237995
living,-48452351
planet,-435270345
budgetary,-427346515
deficits,1355877497
discipline,-1269875213
closing,-534418157
gap,-146618745
doomed,-1125905843
through,682101499
hackles,185382211
washington,1908461949
fears,1054960525
impact,-773180139
provided,-918550109
stand,2080893469
lengthy,-1772149185
foreign,916781405
herman,-938677501
croo,1186095145
believed,-372073791
averting,1031000449
pledged,1146246481
tough,133883955
response,-470925779
administration,1702126197
congressional,1421213889
battle,631445427
big,-1470444053
inside,1602422313
representative,-1655416523
clayton,-1751076265
yeutter,-1553930649
went,835036673
respond,-127345407
vigorously,1721860929
protect,-699049235
rights,45448723
access,-590875523
thought,1938080725
postpone,-1477105609
deadline,-2037903541
imposing,1327852867
slaughterhouse,-1398391359
cover,157429727
meats,1806645997
progress,-970056069
resolving,1443143453
health,1636947109
standards,-48928731
require,2053522689
equivalent,1614075795
identical,264253053
hoped,800470777
deal,-1366139259
controversial,-582189219
forbid,909134305
feeding,140463853
hormones,520889099
cattle,703876811
deals,687126237
though,-547829439
resolved,1429484777
rule,-126290549
cattlemen,-491059477
reason,518567969
practices,2038051767
banned,742258049
few,-587153733
hormone,518648107
peking,331449287
china,-1393635053
signed,-231226001
establishment,-1645225069
vice,-1067591589
zhou,-945358811
nan,1140986455
willy,1620621869
clercq,-1654410021
likely,1789955487
open,999606587
second,-2014617063
half,884288767
third,1866248089
largest,-1833820267
trading,608339763
partner,-1141406507
daily,-1570915823
ventures,-858979359
way,-114571243
deficit,-980379423
currently,-1856878199
whichever,358197991
holds,-194701205
rotating,-1806803947
presidency,604597971
belgians,1896619377
until,1859963579
danes,-1362238953
sidelines,1061327205
microchip,1714124159
row,-2122685613
electronic,-148464225
goods,-1231055283
upset,54781441
seem,-896653055
stay,-1927399391
latest,680535155
sore,-1910284729
charges,-1776499421
unfair,2073466853
involving,848827389
computer,-590203769
microchips,1233327239
ran,-284240873
dlr,799020367
seeks,1266386497
redress,1174414003
hurts,653417031
economists,536610805
suggestion,-2145331563
acting,164890787
something,1510672281
illiberal,-576786351
martin,-1706810095
wolf,-1247758751
studies,-2045289449
research,-1415926471
centre,1123130023
basically,-1366371741
pretty,-943354955
same,-1299338655
mean,-906480843
climb,1252891825
bandwagon,-335721089
advantage,843403669
dispute,-492288775
press,537666241
own,1767240531
claims,-1919375955
talk,1842723515
fair,773051125
ethic,319755569
liberal,1893476033
makes,-1793129179
rich,552100269
basic,-837453409
attitude,-570394381
explains,-316229087
tendency,-1777307291
called,77446309
countervailing,-1638433613
duties,-541872645
import,1190283919
advantages,99972825
alleged,345410011
western,686175709
disputes,-2066206295
tends,653936631
settlement,-1312035121
president,22912205
reagan,-1578862935
selected,841611229
alleging,649691007
failed,499362905
abide,-380957637
challenged,825353749
violation,1123588589
discriminates,-1122905475
follows,37511583
re,-1085859737
rally,-1720020133
side,278870243
defence,775287405
pushing,-1051855295
rest,1543532853
correspondents,1074777527
spokeswoman,1504452869
brussels,394097455
position,-1160386369
sent,316416729
tokyo,1643078223
imbalances,1629980653
deplored,1471107041
continued,1283611369
appealed,1420022067
greater,-1321515677
effort,-526461227
impatience,981443235
accredited,810051301
saw,587213397
immediate,562676937
intention,2132209015
broad,-1691345085
ranging,726350491
sanctions,514405103
provoking,-1808976165
instead,1851312793
trying,1835581631
target,649697007
wines,-785388469
spirits,-544974033
cosmetics,-379857223
services,565659129
talking,1077868531
improve,1307946253
situation,-986087921
angered,1093119175
difficulties,-920021697
giant,1909473793
faced,-1739159973
crack,-1808128027
market,1186294901
retaliatory,-1377808705
considered,-697899033
night,-1340062917
going,2045275617
consider,180207485
options,-862596047
cabinet,1904283465
thursday,1151669771
decisions,-195362799
main,-1392503315
thing,1806537865
threaten,1047252833
denial,-1397965929
booming,-679591423
approves,-1076222085
mediterranean,560153643
packages,2126196535
approved,-1296701573
totalling,426506563
agreements,-592626649
tunisia,-1937923305
egypt,1798923505
lebanon,-1802975863
israel,1840096613
algeria,1218333401
morocco,-1713571925
jordan,-1608374739
include,-543165781
grants,-581210615
loans,-1790463307
investment,1915516601
financing,859189363
arm,735490901
framework,1945990905
transfers,1496615911
principle,-1041368083
soviet,-973860775
watching,2138145877
application,1195134009
test,621950277
case,-1480843635
probably,2125236953
follow,413796003
involve,1475972569
difficult,1225036675
formally,-800387097
memorandum,-385635537
backing,88731021
studied,568054641
questions,-1594783475
state,653772439
accession,450423351
strongly,1703095075
others,-721390617
contracting,770672401
tougher,-130289863
numerous,1681607743
centrally,-2110973233
run,2128824063
reciprocity,976513201
expectation,-863524503
practice,-637396613
discrimination,1209995861
dimensions,1871049897
hungary,788941311
yugoslavia,-1584136169
socialist,425603505
potential,-1125181563
exchange,-1139900509
shortage,1812674761
force,1681657491
past,433412853
emphasis,922054321
technological,1108588117
equipment,623666127
capital,17150857
visit,-887187829
beghin,934558313
says,32964777
offer,-1175074321
stands,1018996669
sell,-451191019
andrea,-1106351431
minguzzi,-1362899873
jean,1462061629
marc,163462715
vernes,328361843
withdraw,-2136956543
protest,801639309
licensing,663391891
rebates,2099429193
fail,-1565716695
get,-1001341033
offering,-953742861
commercial,363654815
affair,-1409362299
withdrawing,-1934483671
lodged,1869021699
boards,1111161635
quality,804887567
cleared,1429319075
specifications,-1603404777
regulations,344808563
early,34973465
pay,-903000237
exact,-1409098151
amount,29053789
usda,-1380846625
amstutz,701070061
confident,-1296755855
defeat,-1024455961
undersecretary,-1122377339
daniel,1190928183
asked,1714766603
eventually,-704928283
defeated,1449995281
yes,-610264127
am,-584671487
like,1296400379
constant,1674029103
vigilance,2066697189
ad,-1537900739
hoc,138381451
commenting,913387779
appeared,902033719
moves,-1180102225
outcome,127975855
remains,-789527143
predict,-1208435787
chaired,-380699701
ended,310521723
reports,-1277760873
ensure,1027660809
true,449055941
predictions,150144185
stage,2087011969
power,-290472653
spanish,-2109983759
delegation,625022299
expressed,-1450956159
extend,44394545
marketing,1686030929
extension,1916068375
product,907925645
impossible,-215325137
arrangements,-1507792337
parliament,1204370743
deliver,74553817
opinion,1970064281
dutch,-103280855
attacks,-1675504395
gerrit,2147317209
braks,679135013
deeply,51277091
regretted,-1919927457
opposition,-1933899863
aimed,1723649687
halting,552582797
unwanted,1871059415
rounded,746341803
counter,1459410115
bonn,-1630674777
lacking,-1768463443
courage,-404758475
tell,2062569619
methods,-387774099
outdated,5480839
christian,-1448499747
democrat,1184335233
politicians,-1391466501
sunday,432249581
house,833399199
comments,736191901
shortly,1018769467
roll,-793442857
present,-1924923827
resume,194370875
luxembourg,1550115667
headquarters,-331274649
slash,1113190885
seek,-1886059815
peg,-246343145
share,-1906043829
attack,990283765
reform,1790043233
entire,1079964915
man,-1435149909
once,-1803931159
enthusiastic,-260454797
overcome,505200771
bids,-1952086613
rein,-2077968995
expenditure,-1773110677
denounced,873489715
limits,1862995639
unlimited,-1405115125
warehouses,242437275
instability,1381195993
stressed,391733689
agenda,-1035739595
protracted,1203374183
crises,1574216085
tension,1381744237
traders,1240929371
forecast,-1039473369
rebate,-1076269963
award,1158404645
maximum,955624959
kilos,-1938006805
tender,2076007305
awarded,1242674735
licences,-931535285
differed,973377805
released,386521971
endeavour,2030140065
release,963718847
tonnage,-19965449
mcas,-40874227
unchanged,-1452769077
starting,-962129531
plus,1520778841
minus,-284227269
eight,-154284767
nine,-1744424769
ireland,1107210203
spain,130416393
board,1687911475
details,-1463180501
white,972083335
belgium,-2058814053
whites,2009766723
campaign,-1812954893
sep,-199936617
awards,1093149537
restitution,2047556345
authorisations,-109539931
react,1286984299
textile,98308153
bill,1448118079
congress,-1519448153
passed,1033264089
legislation,293396105
curbing,-1592342667
retaliate,1537859875
limit,-1145798253
orient,-521252795
textiles,599779325
trigger,1970297687
ago,1268890993
vetoed,-1694820645
retaliation,2062861889
partners,384093741
similar,-1705739465
introducted,-1557098027
bigger,129882013
democratic,-1188224767
weakened,-65541405
iran,694088383
scandal,-735971201
congressmen,1278216173
enacted,1374061883
lot,1854065399
american,-2106989185
stupid,1725645995
mosty,-566099635
suprlus,748939579
hurt,1756439035
diverted,-1550894561
asian,1330778823
criticized,1497716717
solve,-1373827783
contact,288595311
conflict,333153505
clouts,-1689370879
fom,1381784959
atmosphere,727470957
atlantic,-544388003
dramatized,-680084077
headlines,-1957557029
promised,1568112725
maize,2078260649
monopoly,-98331495
named,845619371
guarantee,456249093
given,-1837762737
unpublished,240804459
clause,-237659515
began,605435203
sorghum,-1295426965
assured,623607163
reserved,-1316245987
ask,-872278863
levies,1367035351
authorise,590133505
direct,864498551
outside,-2074851455
sometimes,668175703
favourable,1912170611
terms,1867458519
immediately,-2056086187
following,1311108137
raw,1107553083
tomorrow,1374626095
denatured,293249863
previously,-512223887
raws,885470531
based,-1713683149
yield,-647449563
subsidized,-532303201
corn,-1521650523
north,-168113
african,5753887
face,1209376331
department,-1606792293
delivery,2042462649
confirmed,-1265865467
bringing,1759503261
fob,-1771467017
transport,1751762431
mark,500802987
africa,1256751565
traditionally,62861705
purchased,1072046577
needs,1201574569
licenses,-1103050709
denies,26769111
provides,-95420261
equal,-21064025
chance,-224481277
she,2132062529
denied,598329471
specially,-1448822019
levy,-1336059369
rates,-287549925
decide,1387972383
granted,-1735091207
marked,898607509
towards,1769368235
complaints,-1787003195
losing,-949275393
money,-797892329
despite,-1145740791
fact,231276605
too,353459363
entirely,868391
claim,-2069394635
needed,-1075234727
obtain,235782845
remained,-1736158071
